,Author,Quotes,Likes,Tags
0,"Pawan Pandit,","“Life is a school of learning, the more learning you make the better living will be.”",2,"['inspirational,', 'learning,', 'life,', 'life-lessons,', 'living,', 'living-life,', 'motivational,', 'pawan-pandit,', 'pawan-pandit-quotes,', 'school']"
1,Pawan Pandit,"“Don’t fight with darkness, just come out of it.”",1,"['darkness,', 'fight,', 'inspirational,', 'life-lessons,', 'motivational,', 'pawan-pandit,', 'pawan-pandit-quotes,', 'wisdom']"
2,"Pawan Pandit,","“Time has only one actuality, that it will pass either as it wishes or you wish it to.”",1,"['inspirational,', 'motivational,', 'time,', 'time-passing,', 'time-quotes']"
3,"Pawan Pandit,","“Life is not about a goal to be achieved, but a goal to be reached.”",1,"['achieve,', 'goals-quotes,', 'inspirational,', 'life,', 'motivational,', 'quotes,', 'reached']"
4,Oshun the Poet,"“Yesterday exists in our memories, today is our present and tomorrow has yet to appear. Today is the step you take towards your goals.”",1,"['inspirational,', 'life-lessons,', 'motivational,', 'poetry']"
5,"Selin Senol-Akin,","“I’ve now come...to not only accept my bicultural identity (which I’d spent my entire life running from, in order to ‘fit in’ better just in one category) but actually to be empowered by my duality.”",1,"['bicultural,', 'duality,', 'experience,', 'immigrant,', 'memoir,', 'motivational']"
6,SeKeithia Johnson,“The vision never leaves it just waits for you to see it again.”,1,"['goals,', 'inspirational-quotes,', 'motivational,', 'vision']"
7,D.L. Lewis,“Fighting through defeat without losing a single breath requires tremendous bravery. Unity brings strength. Disaffection brings weakness. Being invincible is the only way to determine how strong you are.”,0,"['inspirational,', 'mindfulness,', 'mindfulness-practice,', 'mindset,', 'motivational,', 'philospher,', 'philosphey']"
8,D.L. Lewis,"“It is impossible to realize your incredible potential if you constantly try to be like everyone else without trying your own brand of originality. It is possible to discover your own beauty even in the littlest things, which makes life more enjoyable and meaningful.”",0,"['inspirational,', 'motivational,', 'philosophy,', 'philosophy-of-life']"
9,"C.E. Clayton,","“Stop being afraid of living. It’s easy to die for someone. Death is . . . final. You do it once and it’s over. You know what’s harder, more terrifying, yes, but equally rewarding and fulfilling? Living for someone.”",0,"['inspirational,', 'love,', 'motivational,', 'romantic']"
10,Bobby Darnell,"“Regret can be a great motivator, but so can achievement.”",0,"['achievement,', 'inspiration,', 'inspirational,', 'motivate,', 'motivational,', 'motivator,', 'regret']"
11,Cristina Imre,"“Motivating your team is like cooking. You need to select and blend the right quality ingredients and serve them fresh as often as you can; otherwise, your team will get hungry and grumpy.”",0,"['analogies,', 'analogy,', 'motivation,', 'motivational,', 'motivational-quote,', 'motivational-quotes']"
12,Kalpesh Radadiya,"“Who knows where and what turn will come,",0,"['acquainted,', 'lessons,', 'life,', 'motivational,', 'roads,', 'turn,', 'turning-point']"
13,Kaniskar,"“Go-getters don't know the term ""couldn't"".”",0,"['kaniskar,', 'motivation,', 'motivational,', 'motivational-quotes']"
14,Glenn Beck,“Don't take my word for it! I challenge you to do your own homework.”,0,['motivational']
15,Hafiz Saleh Michika,"“The minute you conform yourself to how people want you to act and behave, you unconsciously become under their control. It only puts you in a dark space and whatever you do will naturally be subject to their validation. Just do what you feel is right.”",0,"['inspirational,', 'motivational,', 'psychology']"
16,"Glenn Beck,",“We know that our best days aren't behind us. We know that America is the country that freed millions of people in the last hundred years alone. We are the people who changed the world.,0,"['liberty,', 'motivational,', 'proactive']"
17,Oshun The Poet,“Always remember that your goals require dedication”,0,"['inspirational,', 'life-quotes,', 'motivational,', 'poetry']"
18,Oshun the Poet,“Determine what your motivation is once you discover that driving force than you'll become focused on the process.”,0,"['inspirational,', 'life-lessons,', 'motivational']"
19,"Elizabeth Gilbert,","“Ideas of every kind are constantly galloping towards us, constantly passing through us, constantly trying to get our attention. Let them know you are available.”",0,"['inspirational,', 'motivational']"
20,Carl Jung,"“I am not what happened to me, I am what I choose to become.”",0,['motivational']
21,Dr. Reza Abraham,"“One Day or Day One, You Are InControl of Your Life and Career”",0,"['inspirational,', 'motivational,', 'self-help-book']"
22,"Kirsten  Morgan,","“In My Bones""",0,"['domestic-abuse,', 'empowering-women,', 'heartbreak,', 'inspirational,', 'motivational,', 'strength-quotes,', 'survivor']"
23,"Selin Senol-Akin,","“Each time life threw me a curveball, I learned to pitch it on my own...and hit home runs for survival”",0,"['inspirational,', 'memoirs,', 'motivational,', 'women']"
24,"Selin Senol-Akin,","“You can take a little bit of the East and a little bit of the West, and create a formulaic soup in life that works best for you: no one else has to drink it if they don’t like”",0,"['activist,', 'bicultural,', 'educator,', 'immigration,', 'inspirational,', 'memoirs,', 'motivational']"
25,"Selin Senol-Akin,","“Sometimes I can't be both the East and the West, and I wish I had a compass that could decide for me: less stress”",0,"['inspirational,', 'motivational']"
26,"Selin Senol-Akin,","“Bleed out your art, bleed it out through your heart”",0,"['art,', 'creativity,', 'inspirational,', 'motivational']"
27,"P.C. Clotter,","“to see you shine brighter on the tip of that hill, is a cosmic deal",0,"['brighter-day-ahead,', 'cosmic,', 'goals,', 'motivational,', 'never-give-up-on-your-dreams,', 'poetry,', 'progression,', 'self-esteem,', 'self-improvement,', 'stories-from-the-heart']"
28,Jon Pall Sigmarsson,“There is no reason to be alive if you can't do deadlift.”,0,"['exercise-motivation,', 'fitness,', 'fitness-inspiration,', 'motivational,', 'weight-training,', 'weightlifting']"
29,"Abhijit Naskar,",“We humans are sucker for soft power.”,0,"['be-the-change,', 'humanity-and-society,', 'inspiring,', 'leadership,', 'motivational,', 'social-change,', 'social-development,', 'social-psychology,', 'soft-power']"
0,"Mary E. Pearson,",“It doesn't always take an army to save the world. Sometimes it takes just one person who won't let evil win.”,8,"['inspirational-quotes,', 'motivational']"
1,"Jane Finette,","“...the very act of empowerment can be as subtle as a kind word, a look which says, ‘you’ve got this,’ an example that shows what’s possible.”",1,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'women-empowerment']"
2,Dr Anhad Kaur Suri,"“Brain endeavours to import knowledge and export ideas when fed with motivation and supplemented further, with a meaningful purpose.”",1,"['brain,', 'humour,', 'inspirational,', 'motivational,', 'power']"
3,"Jane Finette,","“Female empowerment doesn't need any special training, it only requires we act, do it with conviction, and do it often.”",0,"['business-and-money,', 'feminist-theory,', 'leadership-jane-finette,', 'motivational,', 'self-help,', 'women-and-business']"
4,Jane Finette,“The need for women to be in positions of leadership at levels equal to men has never been more urgent.”,0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'women-s-strength']"
5,"Jane Finette,",“One of the most powerful things you can do is teach the importance of network to a young woman in your world.”,0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'women-empowerment']"
6,"Jane Finette,","“Rocking the boat might be risky, but lasting sea changes cannot be made without a call to chart a new course. You can be an advocate for change no matter where you are.”",0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'womens-rights']"
7,Jane Finette,“Women leading and building businesses on their own terms are helping all people create momentum and rise.”,0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'politics-and-social-sciences,', 'self-help,', 'women-and-business,', 'women-empowerment']"
8,"Jane Finette,",“One of the simplest ways we can help another woman is just to say yes. Yes to an introduction. Yes to a thirty-minute call. Yes to giving some advice. Yes to any request within the realm of possibility.”,0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'women-s-rights']"
9,"Jane Finette,","“We can help another woman help herself, we can create potential opportunities for growth, we can share our wisdom, and advice, but there will come a time when the only thing left to do is stand up for her!”",0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'women-inspiration']"
10,"Jane Finette,","“By giving another woman a chance to help you, you are also giving her an opportunity to feel valued, and whole.”",0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'self-help,', 'women-and-business,', 'women-empowerment']"
11,A. Ziat,“To succeed at it,0,"['inspirational,', 'mindset,', 'motivational,', 'success']"
12,vishnukumar p,“Twinkle In Your Smile Is The Music Of My Life”,0,"['love,', 'motivational,', 'smile-quotes']"
13,Dr Purushothaman Kollam,“Sitting alone is the best way for self-exploration to understand oneself”,0,"['insightful,', 'meditation,', 'mindfulness,', 'motivational,', 'self-improvement,', 'spirituality,', 'wisdom-quotes']"
14,"Chris Guillebeau,","“If you know what you need to do, the next step is simply to do it. Stop waiting. Start taking action.”",0,"['chris-guillebeau,', 'entrepreneur,', 'entrepreneur-quotes,', 'entrepreneurship,', 'entrepreneurship-quotes,', 'inspirational,', 'motivational,', 'quotes-to-live-by,', 'the-100-startup']"
15,"Arianne L. Silbers,","“Aber Träume waren ein zähes Unkraut und alles, was sie brauchten, um wieder zu wachsen, war ein winziger Tropfen Hoffnung.”",0,"['dream,', 'dreams,', 'hope,', 'inspirational,', 'motivational']"
16,Shaa Zainol,"“Moving beyond of your comfort zone does not mean that you must grow outside of your familiar surroundings, but rather that you must try something new in order to add different gems to your life. It all begins with your own heart, which should resemble conviction, enthusiasm, and consistent determinations.”",0,"['comfort-zone,', 'inspirational,', 'life-quote,', 'motivational,', 'quote-of-the-day']"
17,Somya Kedia,“Why wait for Happiness?,0,"['chase,', 'empower,', 'happiness,', 'hardship,', 'limitless,', 'motivational,', 'phase,', 'struggle,', 'struggling']"
18,Vittorio Foa,"“Essere di sinistra, oggi, vuol dire pensare agli altri e al futuro. Anzi, pensare agli altri nel futuro.”",0,"['inspirational,', 'motivational']"
19,"Ryan Holiday,",“Put yourself in tough situations. Accept challenges. Familiarize yourself with the unfamiliar. That's how you widen your perspective and your understanding.”,0,"['inspirational,', 'motivational,', 'philosophy,', 'quote,', 'ryan-holiday,', 'stillness-is-the-key,', 'wisdom']"
20,"Ruhool Ahmad Kawa,",“A wise man cannot be hurt twice by a single stone”,0,"['inspirational,', 'motivational']"
21,"Bethanee Epifani J. Bryant,",“Feeling like the phoenix.”,0,"['author,', 'bepifani,', 'bethanee-epifani,', 'black-author,', 'inspirtational,', 'motivational,', 'writer']"
22,"Geoffrey Ocaya,","“In a one year timeline, it might look like you are losing when you're the winner in a 10 years timeline.”",0,"['becoming-successful-quote,', 'making-it-in-life,', 'motivational,', 'motivational-quote,', 'parience-quote,', 'positive-mindset-quote,', 'succeed,', 'succeeding,', 'success-in-life,', 'winners-mindset-quote']"
23,"James Dawson,","“If wishes were fishes, we would all cast a net.”",0,"['motivational,', 'wishes,', 'youth']"
24,Amy Hempel,"“Good leaders being scarce, following yourself is allowed.”",0,"['leadership,', 'motivational']"
25,"Holly Black,","“Nie mamy nic, tylko właśnie nasze życie. Jak jedną, jedyną monetę. Chodzi o to, żeby za nią kupić to, czego chcemy.”",0,"['life,', 'motivational']"
26,Verliza Gajeles,"“Be thankful for the rain during the times that you prayed for sunshine. Sometimes, it's not really the sun that we always need. Like a flower, we need a little rain for us to keep growing.”",0,"['inspirational,', 'motivational,', 'self-growth,', 'self-improvement,', 'self-love,', 'verliza-gajeles']"
27,"Belart Wright,","“I am whatever I need to be to survive. Roles are as interchangeable as clothes and there are enough fools out there for me to live a long and prosperous life. The role I’ll play next is that of executioner,” Rondo replied, grinning at each pause.”",0,"['assassin,', 'chameleon,', 'gamelit,', 'litrpg,', 'medieval-fantasy,', 'motivational,', 'pragmatism,', 'realist,', 'snake,', 'villain-quotes']"
28,Dan Desmarques,"“An idea has more potential than any theory, plan or quantity of knowledge. You should never underestimate your dreams and the ideas that form around them. But more importantly, you shouldn't waste any time making them a reality. Others may not agree with your ideas, they may not trust your ideas, and they may even think that it is foolish to follow your dreams, but they don't have to trust something they can't see. Each person is gifted with the dreams that match the soul attracting them and according to the nature of the spiritual path in which one is found, therefore any dream you have is within your reach, and may never be within the reach of the beliefs of others, not even when you fulfill them. When people don't trust your capacities to achieve something, they will also rationalize reasons and excuses after you demonstrate your intent and potential. If you are poor, they may say you can't be rich, and once you are rich, they will try to dissuade you from what you do, with insinuations, insults, and threats. The most common question a rich person is asked, is if he is paying taxes. It is foolish to try to explain anything to those people. I've seen it my entire life, because I have succeeded in many areas where everyone told me I would never succeed. Once you win, they downgrade your achievements with ridiculous theories, or they will simply call you lucky. You can't win in an argument with a fool, because fools are very creative in their own art of denying the being of others. They see the world as they see themselves, as just objects, empty vessels, reflections of the illusions on the outside world.",0,"['motivational,', 'motivational-quotes,', 'success,', 'success-in-business,', 'success-in-life,', 'success-quotes,', 'success-strategies,', 'successful-living,', 'successful-mind']"
29,Dan Desmarques,"“An idea has more potential than any theory, plan or quantity of knowledge. You should never underestimate your dreams and the ideas that form around them. But more importantly, you shouldn't waste any time making them a reality. Others may not agree with your ideas, they may not trust your ideas, and they may even think that it is foolish to follow your dreams, but they don't have to trust something they can't see. Each person is gifted with the dreams that match the soul attracting them and according to the nature of the spiritual path in which one is found, therefore any dream you have is within your reach, and may never be within the reach or the beliefs of others, not even when you fulfill them.",0,"['motivational,', 'motivational-quotes,', 'success,', 'success-in-business,', 'success-in-life,', 'success-quotes,', 'success-strategies,', 'successful-living,', 'successful-mind']"
0,"Lailah Gifty Akita,",“Faith in God is a sure foundation of life.”,1,"['faith,', 'god,', 'motivational']"
1,Dr Anhad Kaur Suri,“An idiosyncratic idea blossoms into an invention once we cling to the power of imagination”,1,"['humor,', 'ideas,', 'innovation,', 'inspirational,', 'motivational,', 'power,', 'thinking,', 'thoughts']"
2,"S.K. Ali,","“Throughout our lives, pain visits us in turns. There isn't a human alive that hasn't been touched by pain. We all carry scars and wounds, but only some rise to the surface to be seen and commented on. Simply put, the story of pain is common to us all.”",1,"['life-lessons,', 'life-philosophy,', 'motivational,', 'pain-quotes']"
3,"Verliza Gajeles,",“Spare your heart some space for forgiveness. Not for them but for yourself.”,1,"['acceptance,', 'forgiveness,', 'inspirational,', 'inspirational-quotes,', 'love-quotes-and-sayings,', 'motivational,', 'motivational-quotes,', 'peace,', 'selflove,', 'verliza-gajeles']"
4,"James Clear,",“Are you reading books and learning something new each day? Tiny battles like these are the ones that will define your future self.”,1,"['atomic-habits,', 'books,', 'inspirational,', 'james-clear,', 'knowledge,', 'learning,', 'motivational,', 'quote,', 'reading,', 'self-help']"
5,"Irving Stone,","“Never let it happen to you as it did to me. That you wake in the morning, stare at the ceiling, ask yourself, 'What have I got to get up for today?' and answer... 'Nothing.”",1,"['family,', 'inspirational,', 'motivational']"
6,Ricky Gervais,“Screw it. I'll be in my Mansion soon.”,0,"['buddhism,', 'homelessness,', 'motivational,', 'theology']"
7,"Saumita Banerjee,","“The path to failure is one without any action. If you do not act, you have already failed in achieving your goal. But there is time, and there are loads of activities you can do to change course—to move away from failure and toward success.”",0,"['inspirational,', 'motivational,', 'practical,', 'truth']"
8,Patrick Cruz,"“It's dark out there, the path is not clear, but there's nothin' to fear,",0,"['art,', 'artist,', 'faith,', 'motivational,', 'poem,', 'poetry,', 'rhyme,', 'survi']"
9,Mahmood H. Shubbak,"“No matter how long a human being’s life is, one day it ends. Useful knowledge is the only thing that remains afterwards. It keeps flying in the sky until it finds a new curious person who holds it and develops it further.”",0,"['books,', 'continuity,', 'curiosity,', 'education,', 'inspirational,', 'knowledge,', 'learning,', 'life,', 'motivational,', 'science']"
10,"Lailah Gifty Akita,",“Everything you must know lies in experience.”,0,"['experience,', 'motivational,', 'positive-mindset']"
11,Tom Golway,"“We are in a period of disruptive change. Darwin points out that disruptive change requires an organism to evolve just to survive; but also enables opportunities to become a higher life form. Survival isn't good enough, change your DNA, become that higher life form.”",0,"['disruptive-innovation,', 'dna,', 'evolutionary-process,', 'inspirational,', 'motivational']"
12,Ronald Sanson Stresser Junior,"“Stay strong, stay happy, stay calm. Keep your faith in love. New days are being announced on the horizon of the all hummanity. I believe in you. I believe in us. I believe in the power of love!”",0,"['love,', 'love-quotes,', 'love-quotes-and-sayings,', 'motivational,', 'motivational-quotes']"
13,Ravevx,"“Underestimate Everyone,",0,"['inspirational,', 'motivational,', 'philosopyhy,', 'ravevx-author,', 'self-esteem,', 'self-help,', 'self-improvement']"
14,Ravevx,"“Prioritize Knowledge And Not Traditional Education, Cause Nobody Asks You Your Degree While You Writing Them Autographs.”",0,"['educational-philosophy,', 'inspirational,', 'knowledge-teaching,', 'motivational,', 'ravevx,', 'ravevx-author,', 'ravevx-philosopher,', 'ravevx-quotes']"
15,Sope Agbelusi,"“The only thing stopping you from achieving the life that you want is you. You have started on the journey and it has not been an easy ride, make it count, don’t let everything you have gone through be for nothing”.”",0,"['encourage-yourself,', 'encouragement,', 'fear,', 'growth-mindset,', 'insporational,', 'journey-of-life,', 'leadership,', 'make-it-happen,', 'mindsetmatters,', 'motivational']"
16,Brothers Grimm,“When I want to do a thing I always can do it.”,0,"['desire,', 'determination,', 'motivation,', 'motivational,', 'need,', 'want']"
17,"Allan Dib,","“Let your competitors do cheap and efficient marketing while yours entertains, delights, inspires, and wows.”",0,"['allan-dib,', 'business,', 'inspirational,', 'marketing,', 'motivational,', 'quote,', 'the-1-page-marketing-plan']"
18,Lailah Gifty Akita,“Every moment is a miracle.”,0,"['miracle,', 'moment,', 'motivational']"
19,Lailah Gifty Akita,“Be determined to overcome any disappointments through diligence .”,0,"['determination,', 'diligence,', 'disappointment,', 'motivational,', 'overcome']"
20,"Chris Guillebeau,","“Freedom is what we're all looking for, and value is the way to achieve it.”",0,"['achievment,', 'business,', 'chris-guillebeau,', 'entrepreneurship,', 'freedom,', 'inspirational,', 'motivational,', 'quote,', 'the-100-startup,', 'value']"
21,Shaa Zainol,"“When no one offers nothing to you, offer people as much as the whole world offers to us. Live simply and give more.”",0,"['give-more-quote,', 'inspirational-quotes,', 'life-quotes,', 'live-life-to-the-fullest,', 'live-simply,', 'motivational']"
22,"Stephen King,","“It's best to have your tools with you. If you don't, you're apt to find something you didn't expect and get discouraged."" I want to suggest that to write to your best abilities, it behooves you to construct your own toolbox and then build up enough muscle so you can carry it with you. Then, instead of looking at a hard job and getting discouraged, you will perhaps seize the correct tool and get immediately to work.”",0,"['art,', 'craft,', 'inspiring,', 'motivational,', 'toolbox,', 'writing']"
23,"Stephen King,","“I take a book with me everywhere I go, and find there are all sorts of opportunities to dip in. The trick is to teach yourself to read in small sips as well as in long swallows. Waiting rooms were made for books of course! But so are theater lobbies before the show, long and boring checkout lines, and everyones favorite, the john. You can even read while you're driving, thanks to the audiobook revolution.”",0,"['bibliophile,', 'books,', 'inspiring,', 'motivational,', 'stephen-king,', 'writing']"
24,Shaa Zainol,“I will no longer hope for nothing.,0,"['hopes,', 'inspirational,', 'life-quote,', 'motivational,', 'new-home,', 'soul']"
25,"Kanika Saxena,",“One of the main causes of stress is wanting to be perfect at everything!”,0,"['motivational,', 'self-help,', 'stress-management']"
26,"Chris Guillebeau,","“The first time you make a sale in a new business, no matter the amount, it's a very big deal.”",0,"['business,', 'chris-guillebeau,', 'entrepreneur,', 'entrepreneurship,', 'inspirational,', 'motivational,', 'quote,', 'sales,', 'the-100-startup']"
27,"Brianna Wiest,","“Your life is defined not only by what you think about it, but also what you think of yourself.”",0,"['motivational,', 'self-help']"
28,Devyn Leal,“Be someone worth remembering…”,0,"['death,', 'life,', 'motivational,', 'philosophy-of-life']"
29,"Jane Finette,",“There is so much inequity that all women need to be activists in their own way.”,0,"['business-and-money,', 'feminist-theory,', 'jane-finette,', 'motivational,', 'politics-and-social-sciences,', 'self-help,', 'women-and-business']"
0,"Steve  Pemberton,",“That’s what accountability really is—fulfilling a promise to ourselves.”,47,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
1,"Steve  Pemberton,","“The lighthouse does not qualify your distress; it does not ask if you are black or white, wealthy or less so, Democrat or Republican. It does not concern itself with where you stand on a particular issue. Nor does it blame you for being in the middle of the storm. Rather, its priority is how it might guide you toward safe harbor.”",43,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
2,"Steve  Pemberton,","“When we know what we are trying to achieve, we are less likely to be swayed by uninformed opinions and more inclined to make principled and ethical decisions.”",38,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
3,"Steve  Pemberton,","“Stopping in and of itself is not enough, and if that is all you focus on, then you run the risk of becoming overly self-critical and inadequate. What do you want to start doing?”",35,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
4,"Steve  Pemberton,","“Uncompromising belief is not only about pushing back against something we disapprove of. It also requires us to stand for something, whether that be a principle, a cause, or another human being.”",34,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
5,"Steve  Pemberton,","“But it is when the storm rages that we fully understand the courage the lighthouse represents. When the sea becomes a tempestuous beast, the lighthouse transforms to an urgent beacon signaling the way toward shelter, courageously defying the elements.”",31,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
6,"Anne-Sophie Jouhanneau,",“The only way to make it in this world is to want it more than anyone else”,3,['motivational']
7,Garima Soni - words world,“Don't wait for the right moment. Just get started and learn along the way.”,1,"['keep-going,', 'keep-learning,', 'motivation,', 'motivational,', 'motivational-inspirational,', 'motivational-quotes,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'positive-thoughts']"
8,"Brian Tracy,","“Everything is learnable, and what others have learned, you can learn as well.”",1,"['brian-tracy,', 'eat-that-frog,', 'education,', 'inspirational,', 'learning,', 'motivational,', 'quote,', 'quote-of-the-day,', 'quotes-to-live-by']"
9,"Anamika Mishra,",“The best use of knowledge is to share it with the aspiring minds and motivate them to reach for their dreams”,1,"['education,', 'knowledge,', 'knowledge-quotes,', 'life-coach,', 'motivational,', 'wisdom,', 'wisdom-quote']"
10,Shaa Zainol,“A little star in you,0,"['be-kind,', 'courage-quotes,', 'fly-high,', 'flying,', 'have-courage,', 'inspirational,', 'motivational,', 'sky-quotes']"
11,"Dr. Lynda Wright Gittens,","“Remember, God’s working on your behalf. It's not in your perfect time but know it will be perfect in His time.”",0,"['empowerment,', 'inspirational,', 'motivational,', 'spiritual']"
12,Lailah Gifty Akita,"“When the heart is enlightened, there is endless hope.”",0,"['enlightened,', 'heart,', 'hope,', 'motivational']"
13,Prisacaru Șerban,“Try until you die.”,0,['motivational']
14,"Chetan Bansal,","“Having questions, asking questions to yourself with strong curiosity and to find answers shall always lead you to answers. This is the best way to gain knowledge and learn in life.”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
15,"Chetan Bansal,",“A knowledgeable man without a strong belief/self-confidence may or may not achieve his goal but a man with strong belief/faith in self shall definitely achieve his goal.”,0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
16,"Chetan Bansal,","“The ship of relations sails smoothly only when the rowing of ship by two or all or majority sailors on board is in the same direction, having same speed and same frequency. Otherwise, there would be only wastage of time & energy of all on board, without any movement towards the natural goal & purpose of joyous, fruitful journey”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
17,"Chetan Bansal,","“Space is nothing yet everything exists in space. Without space, there can be nothing. For everything to exist needs space, nothingness is the space to everything”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
18,"Chetan Bansal,","“1 TRUTH OF LIFE: Every person has their own set of beliefs/values/perceptions/opinions as all have varying degree of energy/consciousness. So likes, dislikes, decisions & actions and hence, soul path of every person is different. Also the mindset of people keep on changing with changing times caused by changes in the planetary positions, which changes the energy and thus, mindset of a person.”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
19,"Chetan Bansal,","“Results do not matter, in-fact result is a matter itself. What matters is righteous, responsible intentions, perception, decisions, actions, reactions, habits, attitude, behavior, skills and I am constantly, continually working and improving on that. Only this is the secret to successful & happy life.”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
20,"Chetan Bansal,","“Nothing matters! Except living life your way and to live life your way inner connection is must; the only secret to find Meaning, Purpose, Everlasting Peace, Love, Joy, Success, Growth and Happiness in Life”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
21,"Chetan Bansal,","“It is not what you get, but what you make out of what you get determines your destiny”",0,"['inspirational,', 'life-philosophy,', 'life-purpose,', 'motivational,', 'truth-of-life']"
22,Garima Soni - words world,"“If you get tired, learn to rest not quit.”",0,"['dont-give-up,', 'dont-give-up-quotes,', 'dont-quit,', 'dont-quit-quotes,', 'motivation,', 'motivational,', 'motivational-quotations,', 'tired']"
23,Lailah Gifty Akita,“Perseverance is an enduring spirit of patient.”,0,"['dont-give-up,', 'motivational,', 'patient,', 'perseverance']"
24,Lailah Gifty Akita,“Do not get discouraged in the faced of many disappointments but let the experience fuel your determination to persevere until you prevail.”,0,"['determination,', 'disappointments,', 'dont-quit,', 'experience,', 'motivational']"
25,Golden Flower,“You are always one decision away from a totally different life.”,0,"['motivational,', 'quotes']"
26,"Poimander,",“Dive into the most intimate depths and go beyond time!”,0,"['happiness,', 'inspiration,', 'life,', 'motivational']"
27,Shaa Zainol,“A good quote a day will sweeten our misery and make it poof away.”,0,"['good-quote,', 'inspiration,', 'life-quote,', 'motivational,', 'quotes,', 'sweet-quote']"
28,Golden Flower,“Don't be afraid of being a beginner.”,0,"['motivational,', 'quotes']"
29,John Alejandro King a.k.a. The Covert Comic,“What I love,0,"['funny,', 'love,', 'motivational,', 'self']"
0,"Steve  Pemberton,",“The most difficult examinations are the ones that require us to take a hard look at ourselves and confront the things we don’t like.”,44,"['christian,', 'growth,', 'inspirational,', 'inspiring,', 'introspective,', 'memoir,', 'motivating,', 'motivational,', 'personal-development,', 'self-help']"
1,"Abhijit Naskar,","“No pain, no creation. No pressure, no diamond.”",1,"['agony,', 'life-lessons,', 'motivational,', 'pain,', 'painful,', 'pearls-of-wisdom,', 'pressure,', 'sadness,', 'self-realization,', 'sorrow']"
2,Sanjay Gupta,“Give what you believe in and not what you have.”,1,"['caring,', 'character,', 'giving,', 'humility,', 'inspirational,', 'love,', 'motivational,', 'spiritual,', 'thoughtful']"
3,"Avijeet Das ,",“I want my words to heal someone. I want my poems to make someone hopeful. I want my stories to inspire someone to never stop chasing dreams.”,0,"['dreams-do-come-true,', 'heal,', 'inspirational,', 'life-quotes-and-sayings,', 'motivational,', 'never-give-up,', 'poems,', 'stories,', 'words']"
4,"Krishna Mohan Avancha,","“I do not fight to win, I never did and never will. I have always fought to kill!!”",0,"['life-learnings,', 'lifequotes,', 'motivation-quotes,', 'motivational,', 'motivational-inspirational']"
5,"Bill Wooditch,","“Inside every success there are remnants of failure, and in every failure there are pockets of success.”",0,"['bill-wooditch,', 'fail-more,', 'failure,', 'inspirational,', 'motivational,', 'quote,', 'quote-of-the-day,', 'success']"
6,raouf mxs,“Not every piece should be a masterpiece”,0,"['art,', 'artist,', 'artwork,', 'drawing,', 'masterpiece,', 'motivational,', 'music,', 'song']"
7,"Sneha Narayanan,",“Sexism underlines your irrational demands;,0,"['feminism,', 'india,', 'motivational']"
8,Anthony Ejefoh,“don't limit me because of my disabilities - let my abilities exceed your expectations”,0,"['inspirational,', 'motivational,', 'motivational-quotes']"
9,Anthony Ejefoh,"“we are responsible for what happens to us, not what happens to others”",0,['motivational']
10,Anthony Ejefoh,“start today so that everything works out tomorrow”,0,"['inspirational,', 'motivational']"
